Provider.ID,Hospital.name,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PAYM_90_HIP_KNEE,HAI.2.Measure.Score,Combined.SSI.Measure.Score,HAI.3.Measure.Score,HAI.4.Achievement.Threshold,HAI.4.Benchmark,HAI.4.Baseline.Rate,HAI.4.Performance.Rate,HAI.5.Improvement.Points,HAI.5.Measure.Score,ED_1b,ED_2b,EDV,OP_22,OP_29,OP_30,lat,adress_search,geoAddress,ZIP.Code
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,Not Available,"$15,714","$13,297","$21,335",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,306,121,"Low (0 - 19,999 patients annually)",2,97,97,42.5528257,"NICHOLAS H NOYES MEMORIAL HOSPITAL, 111  CLARA BARTON STREET, DANSVILLE, NY","111 clara barton st, dansville, ny 14437, usa",14437
330239,WOMAN'S CHRISTIAN ASSOCIATION,"$21,486","$15,357","$17,088","$25,331",8 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,385,163,"Medium (20,000 - 39,999 patients annually)",4,0,59,42.0912687,"WOMAN'S CHRISTIAN ASSOCIATION, 207 FOOTE AVENUE, JAMESTOWN, NY","207 foote ave, jamestown, ny 14701, usa",14701
330240,HARLEM HOSPITAL CENTER,Not Available,"$16,375","$18,987",Not Available,6 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,6 out of 10,431,156,"Very High (60,000+ patients annually)",7,89,100,40.8144438,"HARLEM HOSPITAL CENTER, 506 LENOX AVENUE, NEW YORK, NY","506 lenox ave, new york, ny 10037, usa",10037
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,"$23,744","$16,212","$17,147","$22,973",3 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,0.719,0 out of 9,1 out of 10,316,112,"Very High (60,000+ patients annually)",0,95,100,43.0418627,"UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER, 750 EAST ADAMS STREET, SYRACUSE, NY","750 e adams st, syracuse, ny 13210, usa",13210
330245,ST ELIZABETH MEDICAL CENTER,"$23,378","$15,586","$15,377","$20,181",0 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,5 out of 9,5 out of 10,429,224,"Medium (20,000 - 39,999 patients annually)",3,Not Available,81,43.0819275,"ST ELIZABETH MEDICAL CENTER, 2209 GENESEE STREET, UTICA, NY","2209 genesee st, utica, ny 13501, usa",13501
330246,ST CHARLES HOSPITAL,"$22,306","$17,529","$17,016","$22,818",0 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,4 out of 10,528,338,"Medium (20,000 - 39,999 patients annually)",3,50,100,40.9464238,"ST CHARLES HOSPITAL, 200 BELLE TERRE ROAD, PORT JEFFERSON, NY","200 belle terre rd, port jefferson, ny 11777, usa",11777
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,"$19,828","$14,392","$14,471","$21,554",10 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,352,145,"High (40,000 - 59,999 patients annually)",2,96,99,44.7004354,"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR, 75 BEEKMAN STREET, PLATTSBURGH, NY","75 beekman st, plattsburgh, ny 12901, usa",12901
330259,MERCY MEDICAL CENTER,"$25,063","$18,631","$18,894","$28,701",8 out of 10,3 out of 10,3 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,604,318,"Medium (20,000 - 39,999 patients annually)",1,87,97,40.6872383,"MERCY MEDICAL CENTER, 1000 NORTH VILLAGE AVENUE, ROCKVILLE CENTRE, NY","1000 n village ave, rockville centre, ny 11570, usa",11570
330261,PHELPS MEMORIAL HOSPITAL ASSN,"$23,899","$18,105","$17,011","$22,536",10 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,0 out of 9,4 out of 10,381,168,"Medium (20,000 - 39,999 patients annually)",1,24,97,41.1089848,"PHELPS MEMORIAL HOSPITAL ASSN, 701 NORTH BROADWAY, SLEEPY HOLLOW, NY","701 n broadway, sleepy hollow, ny 10591, usa",10591
330264,ST LUKE'S CORNWALL HOSPITAL,"$21,808","$16,733","$18,442","$21,507",4 out of 10,7 out of 10,7 out of 10,0.71,0,Not Available,Not Available,0 out of 9,4 out of 10,346,142,"High (40,000 - 59,999 patients annually)",3,99,99,41.5034886,"ST LUKE'S CORNWALL HOSPITAL, 70 DUBOIS STREET, NEWBURGH, NY","70 dubois st, newburgh, ny 12550, usa",12550
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,Not Available,"$13,954","$13,637",Not Available,10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,293,120,"Low (0 - 19,999 patients annually)",2,97,67,42.960128,"CLIFTON SPRINGS HOSPITAL AND CLINIC, 2 COULTER ROAD, CLIFTON SPRINGS, NY","2 coulter rd, clifton springs, ny 14432, usa",14432
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,"$23,436","$17,618","$17,834","$23,986",4 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,5 out of 9,5 out of 10,361,217,"High (40,000 - 59,999 patients annually)",0,94,83,41.2923285,"NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL, 1980 CROMPOND ROAD, CORTLANDT MANOR, NY","1980 crompond rd, cortlandt, ny 10567, usa",10567
330268,COBLESKILL REGIONAL HOSPITAL,Not Available,"$15,435","$13,562",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,276,96,"Low (0 - 19,999 patients annually)",1,89,85,42.6868946,"COBLESKILL REGIONAL HOSPITAL, 178 GRANDVIEW DRIVE, COBLESKILL, NY","178 grandview dr, cobleskill, ny 12043, usa",12043
330270,HOSPITAL FOR SPECIAL SURGERY,Not Available,Not Available,Not Available,"$22,946",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.7651432,"HOSPITAL FOR SPECIAL SURGERY, 535 EAST 70TH STREET, NEW YORK, NY","535 east 70th street, hospital for special surgery, new york, ny 10021, united states",10021
330273,PUTNAM HOSPITAL CENTER,"$24,764","$18,773","$17,726","$23,446",4 out of 10,2 out of 10,2 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,250,94,"Medium (20,000 - 39,999 patients annually)",1,Not Available,100,41.3832085,"PUTNAM HOSPITAL CENTER, 670 STONELEIGH AVENUE, CARMEL, NY","670 stoneleigh ave, carmel hamlet, ny 10512, usa",10512
330276,NATHAN LITTAUER HOSPITAL,"$22,163","$14,442","$14,853","$25,768",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,244,53,"Medium (20,000 - 39,999 patients annually)",1,94,96,43.069516,"NATHAN LITTAUER HOSPITAL, 99 EAST STATE STREET, GLOVERSVILLE, NY","99 e state st, gloversville, ny 12078, usa",12078
330277,CORNING HOSPITAL,"$22,627","$15,086","$16,114","$21,447",1 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,267,96,"Medium (20,000 - 39,999 patients annually)",2,99,100,42.1359226,"CORNING HOSPITAL, 1 GUTHRIE DRIVE, CORNING, NY","1, guthrie drive, corning, ny 14830, usa",14830
330279,MERCY HOSPITAL OF BUFFALO,"$22,561","$16,124","$18,052","$22,271",6 out of 10,0 out of 10,0 out of 10,0.71,0,1.233,1.247,6 out of 9,7 out of 10,394,162,"Very High (60,000+ patients annually)",2,59,100,42.847344,"MERCY HOSPITAL OF BUFFALO, 565 ABBOTT ROAD, BUFFALO, NY","565 abbott rd, buffalo, ny 14220, usa",14220
330285,STRONG MEMORIAL HOSPITAL,"$22,073","$15,018","$17,174",Not Available,5 out of 10,0 out of 10,0 out of 10,0.71,0,0,0.911,0 out of 9,0 out of 10,572,266,"Very High (60,000+ patients annually)",1,96,77,43.1231147,"STRONG MEMORIAL HOSPITAL, 601 ELMWOOD AVE, ROCHESTER, NY","strong memorial hospital, 601 elmwood ave, rochester, ny 14642, usa",14642
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,"$24,808","$18,024","$17,143","$26,908",3 out of 10,2 out of 10,3 out of 10,0.71,0,0.272,0.966,7 out of 9,7 out of 10,692,521,"Very High (60,000+ patients annually)",1,100,100,40.693991,"GOOD SAMARITAN HOSPITAL MEDICAL CENTER, 1000 MONTAUK HIGHWAY, WEST ISLIP, NY","1000 montauk hwy, west islip, ny 11795, usa",11795
330304,WHITE PLAINS HOSPITAL CENTER,"$25,219","$19,818","$18,759","$25,803",7 out of 10,7 out of 10,5 out of 10,0.71,0,0.446,0,4 out of 9,5 out of 10,317,122,"High (40,000 - 59,999 patients annually)",1,100,100,41.0258409,"WHITE PLAINS HOSPITAL CENTER, 41 EAST POST R0AD, WHITE PLAINS, NY","41 e post rd, white plains, ny 10601, usa",10601
330307,CAYUGA MEDICAL CENTER AT ITHACA,"$21,944","$14,152","$15,257","$21,073",5 out of 10,6 out of 10,6 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,360,189,"Medium (20,000 - 39,999 patients annually)",3,100,89,42.469135,"CAYUGA MEDICAL CENTER AT ITHACA, 101 DATES DRIVE, ITHACA, NY","101 dates dr, ithaca, ny 14850, usa",14850
330331,PLAINVIEW HOSPITAL,"$25,408","$18,125","$18,005","$25,384",2 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,2 out of 9,2 out of 10,396,227,"Medium (20,000 - 39,999 patients annually)",0,66,84,40.7751125,"PLAINVIEW HOSPITAL, 888 OLD COUNTRY ROAD, PLAINVIEW, NY","888 old country rd, plainview, ny 11803, usa",11803
330332,ST JOSEPH HOSPITAL,"$26,230","$18,123","$18,622","$23,979",4 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,7 out of 9,7 out of 10,429,190,"Medium (20,000 - 39,999 patients annually)",0,60,79,40.727106,"ST JOSEPH HOSPITAL, 4295 HEMPSTEAD TURNPIKE, BETHPAGE, NY","4295 hempstead turnpike, bethpage, ny 11714, usa",11714
330340,SOUTHAMPTON HOSPITAL,"$25,234","$17,364","$17,967","$24,410",1 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,319,104,"Medium (20,000 - 39,999 patients annually)",1,75,91,40.8852142,"SOUTHAMPTON HOSPITAL, 240 MEETING HOUSE LANE, SOUTHAMPTON, NY","240 meeting house ln, southampton, ny 11968, usa",11968
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),"$23,052","$15,925","$15,480",Not Available,0 out of 10,0 out of 10,0 out of 10,0.71,0,0.81,1.433,1 out of 9,1 out of 10,471,268,"Very High (60,000+ patients annually)",2,2,Not Available,40.6552459,"UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ), 445 LENOX ROAD, BROOKLYN, NY","450 clarkson ave, brooklyn, ny 11203, usa",11203
330385,NORTH CENTRAL BRONX HOSPITAL,Not Available,Not Available,"$16,886",Not Available,0 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,10 out of 10,365,146,"Medium (20,000 - 39,999 patients annually)",5,71,Not Available,40.8804931,"NORTH CENTRAL BRONX HOSPITAL, 3424 KOSSUTH AVENUE & 210TH STREET, BRONX, NY","3424 kossuth ave, bronx, ny 10467, usa",10467
330386,CATSKILL REGIONAL MEDICAL CENTER,"$24,540","$18,070","$17,515",Not Available,10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,383,156,"Medium (20,000 - 39,999 patients annually)",1,98,88,41.70901,"CATSKILL REGIONAL MEDICAL CENTER, 68 HARRIS BUSHVILLE ROAD, HARRIS, NY","68 harris-bushville rd, harris, ny 12742, usa",12742
330387,ROCKEFELLER UNIVERSITY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.7618711,"ROCKEFELLER UNIVERSITY HOSPITAL, 1230 YORK AVENUE, NEW YORK, NY","1230 york ave, new york, ny 10065, usa",10021
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),"$24,228","$17,049","$17,386","$22,586",6 out of 10,1 out of 10,0 out of 10,0.71,0,0.608,0.481,0 out of 9,0 out of 10,604,340,"Very High (60,000+ patients annually)",2,88,92,40.909791,"UNIVERSITY HOSPITAL ( STONY BROOK ), HEALTH SCIENCES CENTER SUNY, STONY BROOK, NY","101 nicolls rd, stony brook, ny 11794, usa",11794
330394,"UNITED HEALTH SERVICES HOSPITALS, INC","$19,261","$13,767","$14,525","$20,326",3 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,346,126,"Very High (60,000+ patients annually)",6,90,100,42.0868976,"UNITED HEALTH SERVICES HOSPITALS, INC, 10-42 MITCHELL AVENUE, BINGHAMTON, NY","33 mitchell ave #204, binghamton, ny 13903, usa",13903
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,"$21,881","$15,429","$19,645",Not Available,10 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,566,300,"High (40,000 - 59,999 patients annually)",2,86,89,40.5984612,"ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE, 327 BEACH 19TH STREET, FAR ROCKAWAY, NY","327 beach 19th st, far rockaway, ny 11691, usa",11691
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,"$20,274","$14,724","$14,473",Not Available,0 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,401,94,"Very High (60,000+ patients annually)",4,9,88,40.7003788,"WOODHULL MEDICAL AND MENTAL HEALTH CENTER, 760 BROADWAY, BROOKLYN, NY","760 broadway, brooklyn, ny 11206, usa",11206
330397,INTERFAITH MEDICAL CENTER,"$22,374","$16,209","$19,034",Not Available,5 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,510,220,"High (40,000 - 59,999 patients annually)",2,48,93,40.6785493,"INTERFAITH MEDICAL CENTER, 1545 ATLANTIC AVENUE, BROOKLYN, NY","1545 atlantic ave, brooklyn, ny 11213, usa",11213
330399,ST BARNABAS HOSPITAL,"$21,299","$14,712","$14,765",Not Available,8 out of 10,6 out of 10,6 out of 10,0.71,0,Not Available,Not Available,6 out of 9,7 out of 10,594,225,"Very High (60,000+ patients annually)",6,56,87,40.8539937,"ST BARNABAS HOSPITAL, 4422 THIRD AVENUE, BRONX, NY","4487 third ave, bronx, ny 10457, usa",10457
330401,ST CATHERINE OF SIENA HOSPITAL,"$25,096","$18,804","$17,567","$26,852",4 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,418,234,"Medium (20,000 - 39,999 patients annually)",1,100,100,40.8682991,"ST CATHERINE OF SIENA HOSPITAL, 50 ROUTE 25A, SMITHTOWN, NY","50 new york 25a, smithtown, ny 11787, usa",11787
330403,MONROE COMMUNITY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.1129083,"MONROE COMMUNITY HOSPITAL, 435 EAST HENRIETTA ROAD, ROCHESTER, NY","435 e henrietta rd, rochester, ny 14620, usa",14620
330405,HELEN HAYES HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.2143075,"HELEN HAYES HOSPITAL, 51 NORTH ROUTE 9W, WEST HAVERSTRAW, NY","51-55 us-9w, west haverstraw, ny 10993, usa",10993
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.8210345,"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER, 1270 BELMONT AVENUE, SCHENECTADY, NY","1270 belmont ave, schenectady, ny 12308, usa",12308
330408,TRI-TOWN REGIONAL HEALTHCARE,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.3041666,"TRI-TOWN REGIONAL HEALTHCARE, 43 WEST PEARL STREET, SIDNEY, NY","43 pearl st w, sidney, ny 13838, usa",13838
330409,BURDETT CARE CENTER,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.7334804,"BURDETT CARE CENTER, 2215 BURDETT AVE, TROY, NY","2215 burdett ave # 200, troy, ny 12180, usa",12180
331301,"CUBA MEMORIAL HOSPITAL, INC",Not Available,Not Available,"$16,104",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.212959,"CUBA MEMORIAL HOSPITAL, INC, 140 WEST MAIN STREET, CUBA, NY","140 w main st, cuba, ny 14727, usa",14727
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,Not Available,"$18,247","$18,893",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,44.2166651,"ELIZABETHTOWN COMMUNITY HOSPITAL, 75 PARK STREET, ELIZABETHTOWN, NY","75 park st, elizabethtown, ny 12932, usa",12932
331303,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,41.7403239,"CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE, 8081 ROUTE 97, CALLICOON, NY","8881 ny-97, callicoon, ny 12723, usa",12723
331304,MARGARETVILLE MEMORIAL HOSPITAL,Not Available,Not Available,"$18,590",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.1464352,"MARGARETVILLE MEMORIAL HOSPITAL, 42084 STATE HIGHWAY 28, MARGARETVILLE, NY","42084 state highway 28, margaretville, ny 12455, usa",12455
331305,O'CONNOR HOSPITAL,Not Available,Not Available,"$16,699",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.2682553,"O'CONNOR HOSPITAL, 460 ANDES ROAD, DELHI, NY","460 andes rd, delhi, ny 13753, usa",13753
331306,MOSES-LUDINGTON HOSPITAL,Not Available,Not Available,"$16,586",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.849303,"MOSES-LUDINGTON HOSPITAL, 1019 WICKER STREET, TICONDEROGA, NY","1019 wicker st, ticonderoga, ny 12883, usa",12883
331307,CLIFTON FINE HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44.1622795,"CLIFTON FINE HOSPITAL, 1014 OSWEGATCHIE TRAIL, STAR LAKE, NY","1014 oswegatchie trail rd, star lake, ny 13690, usa",13690
331309,"RIVER HOSPITAL, INC",Not Available,Not Available,"$17,793",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,12,Not Available,Not Available,Not Available,Not Available,44.337674,"RIVER HOSPITAL, INC, 4 FULLER STREET, ALEXANDRIA BAY, NY","4 fuller st, alexandria bay, ny 13607, usa",13607
331310,ELLENVILLE REGIONAL HOSPITAL,Not Available,"$17,428","$17,883",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,46,"Low (0 - 19,999 patients annually)",1,0,76,41.7326957,"ELLENVILLE REGIONAL HOSPITAL, 10 HEALTHY WAY, ELLENVILLE, NY","10 healthy way, ellenville, ny 12428, usa",12428
331311,LITTLE FALLS HOSPITAL,Not Available,"$16,139","$17,803",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,85,Not Available,Not Available,Not Available,Not Available,43.0442189,"LITTLE FALLS HOSPITAL, 140 BURWELL STREET, LITTLE FALLS, NY","140 burwell st, little falls, ny 13365, usa",13365
331312,"DELAWARE VALLEY HOSPITAL, INC",Not Available,"$14,869","$16,084",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,46,Not Available,Not Available,Not Available,Not Available,42.164302,"DELAWARE VALLEY HOSPITAL, INC, 1 TITUS PLACE, WALTON, NY","1 titus pl, walton, ny 13856, usa",13856
331313,"SCHUYLER HOSPITAL, INC",Not Available,Not Available,"$14,852",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,98,Not Available,Not Available,Not Available,Not Available,42.3521711,"SCHUYLER HOSPITAL, INC, 220 STEUBEN STREET, MONTOUR FALLS, NY","220 steuben st, montour falls, ny 14865, usa",14865
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,Not Available,"$14,102","$14,449",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,70,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,42.67131,"SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES, 418 NORTH MAIN STREET, PENN YAN, NY","418 n main st, penn yan, ny 14527, usa",14527
331315,GOUVERNEUR HOSPITAL,Not Available,"$14,829","$15,534",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44.337636,"GOUVERNEUR HOSPITAL, 77 WEST BARNEY STREET, GOUVERNEUR, NY","77 w barney st, gouverneur, ny 13642, usa",13642
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",Not Available,"$17,220","$16,877","$19,160",NA,NA,NA,NA,NA,NA,NA,NA,NA,238,104,"Low (0 - 19,999 patients annually)",2,98,96,42.81327,"COMMUNITY MEMORIAL HOSPITAL, INC, 150 BROAD STREET, HAMILTON, NY","150 broad st, hamilton, ny 13346, usa",13346
331317,LEWIS COUNTY GENERAL HOSPITAL,Not Available,"$15,256","$14,250",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,104,"Low (0 - 19,999 patients annually)",2,100,98,43.7956832,"LEWIS COUNTY GENERAL HOSPITAL, 7785 NORTH STATE STREET, LOWVILLE, NY","7785 n state st, lowville, ny 13367, usa",13367
331318,"CARTHAGE AREA HOSPITAL, INC",Not Available,"$16,179","$20,115",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,93,Not Available,Not Available,Not Available,Not Available,43.9866282,"CARTHAGE AREA HOSPITAL, INC, 1001 WEST STREET, CARTHAGE, NY","1001 west st, carthage, ny 13619, usa",13619
331319,MEDINA MEMORIAL HOSPITAL,"$23,048","$14,691","$15,901",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.2240132,"MEDINA MEMORIAL HOSPITAL, 200 OHIO STREET, MEDINA, NY","200 ohio st, medina, ny 14103, usa",14103
333301,BLYTHEDALE CHILDREN'S HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.074731,"BLYTHEDALE CHILDREN'S HOSPITAL, 95 BRADHURST AVENUE, VALHALLA, NY","95 bradhurst ave, valhalla, ny 10595, usa",10595
340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,"$21,094","$15,338","$17,613","$22,503",8 out of 10,0 out of 10,0 out of 10,0.71,0,0.316,0.637,4 out of 9,4 out of 10,320,96,"Very High (60,000+ patients annually)",3,77,91,35.4357631,"CAROLINAS HEALTHCARE SYSTEM NORTHEAST, 920 CHURCH ST N, CONCORD, NC","920 church st n, concord, nc 28025, usa",28025
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,"$21,250","$16,266","$17,495","$22,542",2 out of 10,0 out of 10,0 out of 10,0.71,0,0.718,1.313,0 out of 9,0 out of 10,320,148,"Very High (60,000+ patients annually)",2,96,100,35.5767592,"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE, 509 BILTMORE AVE, ASHEVILLE, NC","509 biltmore ave, asheville, nc 28801, usa",28801
340003,NORTHERN HOSPITAL OF SURRY COUNTY,Not Available,"$15,907","$15,071","$21,792",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,276,86,"Medium (20,000 - 39,999 patients annually)",2,100,100,36.488967,"NORTHERN HOSPITAL OF SURRY COUNTY, 830 ROCKFORD ST, MOUNT AIRY, NC","830 rockford st, mt airy, nc 27030, usa",27030
340004,HIGH POINT REGIONAL HOSPITAL,"$21,855","$15,396","$17,183","$22,982",0 out of 10,8 out of 10,10 out of 10,0.71,0,0,0.489,0 out of 9,0 out of 10,367,131,"Very High (60,000+ patients annually)",5,100,100,35.9624599,"HIGH POINT REGIONAL HOSPITAL, 601 N ELM ST, HIGH POINT, NC","601 n elm st, high point, nc 27262, usa",27261
340008,SCOTLAND MEMORIAL HOSPITAL,"$23,027","$12,714","$15,873","$19,624",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,365,198,"High (40,000 - 59,999 patients annually)",2,90,78,34.7532496,"SCOTLAND MEMORIAL HOSPITAL, 500 LAUCHWOOD DR, LAURINBURG, NC","scotland memorial hospital, 500 lauchwood dr, laurinburg, nc 28352, usa",28352
340010,WAYNE MEMORIAL HOSPITAL,"$21,257","$15,423","$16,915","$23,011",10 out of 10,0 out of 10,0 out of 10,0.71,0,0,0.675,2 out of 9,2 out of 10,279,104,"Very High (60,000+ patients annually)",2,75,99,35.3983355,"WAYNE MEMORIAL HOSPITAL, 2700 WAYNE MEMORIAL DR, GOLDSBORO, NC","2700 wayne memorial dr, goldsboro, nc 27534, usa",27534
340013,RUTHERFORD REGIONAL MEDICAL CENTER,"$22,193","$14,252","$15,807","$23,955",NA,NA,NA,NA,NA,NA,NA,NA,NA,261,100,"Medium (20,000 - 39,999 patients annually)",3,93,68,35.3622175,"RUTHERFORD REGIONAL MEDICAL CENTER, 288 SOUTH RIDGECREST AVE, RUTHERFORDTON, NC","288 s ridgecrest st, rutherfordton, nc 28139, usa",28139
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,"$20,577","$15,276","$16,221","$20,602",5 out of 10,3 out of 10,0 out of 10,0.71,0,2.616,0,0 out of 9,0 out of 10,316,86,"Very High (60,000+ patients annually)",3,100,100,36.0763744,"NOVANT HEALTH FORSYTH MEDICAL CENTER, 3333 SILAS CREEK PARKWAY, WINSTON-SALEM, NC","3333 silas creek pkwy, winston-salem, nc 27103, usa",27103
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,"$19,248","$15,231","$17,009","$22,867",6 out of 10,5 out of 10,5 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,263,78,"High (40,000 - 59,999 patients annually)",1,96,100,35.681622,"NOVANT HEALTH ROWAN MEDICAL CENTER, 612 MOCKSVILLE AVE, SALISBURY, NC","612 mocksville ave, salisbury, nc 28144, usa",28144
